Company Name,Sector,Market Cap,Stock P/E,Year,Revenue,Net Profit
CSL Finance Ltd,Finance,1037.0,20.0,Mar 2020,,22.0
CSL Finance Ltd,Finance,1037.0,20.0,Mar 2021,,28.0
CSL Finance Ltd,Finance,1037.0,20.0,Mar 2022,,33.0
CSL Finance Ltd,Finance,1037.0,20.0,Mar 2023,,46.0
CSL Finance Ltd,Finance,1037.0,20.0,TTM,,52.0
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2017,0.08,0.0
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2018,0.0,0.0
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2019,9.36,0.1
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2020,7.13,-0.07
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2021,14.58,0.3
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2022,20.26,0.77
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,Mar 2023,9.23,-0.08
Dhyaani Tile _ Marblez Ltd,Trading,13.0,163.0,TTM,13.95,0.08
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2013,0.0,0.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2018,356.0,12.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2019,507.0,18.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2020,467.0,12.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2021,377.0,12.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2022,634.0,18.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,Mar 2023,730.0,33.0
Supershakti Metaliks Ltd,Steel,530.0,32.8,TTM,716.0,16.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2012,13760.0,556.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2013,14870.0,630.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2014,17258.0,728.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2015,23299.0,815.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2016,19324.0,844.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2017,30548.0,955.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2018,34068.0,1150.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2019,44604.0,1327.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2020,43798.0,1422.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2021,81913.0,1456.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2022,82983.0,1506.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,Mar 2023,80636.0,1721.0
SBI Life Insurance Company Ltd,Insurance,143438.0,77.9,TTM,104812.0,1842.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Dec 2011,1490.0,120.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Dec 2012,1653.0,145.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2014,2276.0,198.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2015,2289.0,229.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2016,2614.0,255.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2017,2903.0,277.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2018,3298.0,401.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2019,3679.0,450.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2020,4093.0,593.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2021,4310.0,691.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2022,4913.0,799.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,Mar 2023,5349.0,949.0
Abbott India Ltd,Pharmaceuticals,48559.0,44.9,TTM,5638.0,1081.0
Siel Financial Services Ltd,Finance,22.2,,Mar 2012,0.02,-0.87
Siel Financial Services Ltd,Finance,22.2,,Mar 2013,0.02,-1.76
Siel Financial Services Ltd,Finance,22.2,,Mar 2014,0.01,-0.03
Siel Financial Services Ltd,Finance,22.2,,Mar 2015,0.01,-0.04
Siel Financial Services Ltd,Finance,22.2,,Mar 2016,0.0,-0.05
Siel Financial Services Ltd,Finance,22.2,,Mar 2017,0.72,0.32
Siel Financial Services Ltd,Finance,22.2,,Mar 2018,0.29,0.13
Siel Financial Services Ltd,Finance,22.2,,Mar 2019,0.04,-0.06
Siel Financial Services Ltd,Finance,22.2,,Mar 2020,0.04,-0.16
Siel Financial Services Ltd,Finance,22.2,,Mar 2021,0.03,-0.19
Siel Financial Services Ltd,Finance,22.2,,Mar 2022,0.02,-0.43
Siel Financial Services Ltd,Finance,22.2,,Mar 2023,0.03,-0.01
Siel Financial Services Ltd,Finance,22.2,,TTM,0.0,0.0
Bang Overseas Ltd,Trading,65.3,,Mar 2012,188.0,0.0
Bang Overseas Ltd,Trading,65.3,,Mar 2013,270.0,1.0
Bang Overseas Ltd,Trading,65.3,,Mar 2014,194.0,-17.0
Bang Overseas Ltd,Trading,65.3,,Mar 2015,148.0,-6.0
Bang Overseas Ltd,Trading,65.3,,Mar 2016,159.0,1.0
Bang Overseas Ltd,Trading,65.3,,Mar 2017,173.0,4.0
Bang Overseas Ltd,Trading,65.3,,Mar 2018,187.0,3.0
Bang Overseas Ltd,Trading,65.3,,Mar 2019,168.0,0.0
Bang Overseas Ltd,Trading,65.3,,Mar 2020,110.0,7.0
Bang Overseas Ltd,Trading,65.3,,Mar 2021,57.0,1.0
Bang Overseas Ltd,Trading,65.3,,Mar 2022,83.0,5.0
Bang Overseas Ltd,Trading,65.3,,Mar 2023,117.0,1.0
Bang Overseas Ltd,Trading,65.3,,TTM,123.0,-5.0
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2018,2.3,-0.73
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2019,3.15,0.25
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2020,1.15,-1.6
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2021,2.98,0.62
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2022,4.13,3.57
Gretex Corporate Services Ltd,Finance,401.0,58.9,Mar 2023,12.63,18.02
Gretex Corporate Services Ltd,Finance,401.0,58.9,TTM,19.42,6.75
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2012,0.2,-0.24
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2013,0.0,-0.35
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2014,8.62,-0.22
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2015,22.69,-0.24
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2016,25.56,-0.2
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2017,66.14,-1.61
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2018,61.72,-0.09
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2019,41.9,-0.39
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2020,0.04,-0.21
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2021,0.08,-0.17
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2022,0.05,0.02
Kanel Industries Ltd,Edible Oil,3.02,,Mar 2023,0.0,-0.18
Kanel Industries Ltd,Edible Oil,3.02,,TTM,0.0,-0.09
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2012,0.42,0.0
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2013,0.62,-0.04
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2014,0.37,0.0
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2015,0.56,0.07
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2016,1.05,0.13
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2017,0.53,0.2
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2018,1.04,0.54
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2019,0.37,-0.18
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2020,0.27,-0.03
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2021,1.12,0.66
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2022,1.8,0.18
Arunis Abode Ltd,Miscellaneous,11.7,10.4,Mar 2023,3.67,0.18
Arunis Abode Ltd,Miscellaneous,11.7,10.4,TTM,3.22,1.12
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2012,1513.0,19.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2013,1521.0,-12.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2014,1470.0,22.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2015,1640.0,24.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2016,1524.0,56.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2017,1456.0,65.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2018,2018.0,129.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2019,2186.0,110.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2020,1758.0,92.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2021,1892.0,141.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2022,2698.0,217.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,Mar 2023,3488.0,1115.0
Sunflag Iron _ Steel Company Ltd,Steel,3773.0,23.0,TTM,3349.0,164.0
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2012,35.58,2.55
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2013,33.23,2.24
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2014,25.48,0.28
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2015,29.82,1.19
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2016,31.34,1.0
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2017,35.67,2.19
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2018,37.11,3.48
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2019,48.1,4.94
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2020,39.04,2.76
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2021,40.96,4.01
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2022,52.42,7.0
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,Mar 2023,53.93,6.67
Cenlub Industries Ltd,Capital Goods-Non Electrical Equipment,186.0,22.8,TTM,58.32,8.17
Polycon International Ltd,Plastic products,7.06,,Mar 2012,39.67,0.3
Polycon International Ltd,Plastic products,7.06,,Mar 2013,39.47,0.09
Polycon International Ltd,Plastic products,7.06,,Mar 2014,44.06,0.27
Polycon International Ltd,Plastic products,7.06,,Mar 2015,38.37,0.25
Polycon International Ltd,Plastic products,7.06,,Mar 2016,36.76,0.27
Polycon International Ltd,Plastic products,7.06,,Mar 2017,39.56,0.24
Polycon International Ltd,Plastic products,7.06,,Mar 2018,35.61,0.3
Polycon International Ltd,Plastic products,7.06,,Mar 2019,37.53,0.15
Polycon International Ltd,Plastic products,7.06,,Mar 2020,30.02,-2.88
Polycon International Ltd,Plastic products,7.06,,Mar 2021,27.61,-0.3
Polycon International Ltd,Plastic products,7.06,,Mar 2022,30.55,-0.1
Polycon International Ltd,Plastic products,7.06,,Mar 2023,26.22,0.06
Polycon International Ltd,Plastic products,7.06,,TTM,23.14,-0.42
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2012,73.54,0.9
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2013,86.25,3.39
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2014,97.57,3.98
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2015,91.8,1.97
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2016,88.5,2.02
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2017,90.24,-2.15
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2018,107.43,2.35
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2019,91.41,-0.28
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2020,81.76,0.34
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2021,96.57,3.6
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2022,132.19,7.04
H P Cotton Textile Mills Ltd,Textiles,57.3,,Mar 2023,83.98,-18.05
H P Cotton Textile Mills Ltd,Textiles,57.3,,TTM,94.76,-9.99
RSD Finance Ltd,Finance,118.0,11.5,Mar 2014,34.0,22.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2015,32.0,5.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2016,48.0,11.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2017,42.0,11.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2018,45.0,5.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2019,59.0,11.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2020,71.0,11.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2021,55.0,8.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2022,97.0,18.0
RSD Finance Ltd,Finance,118.0,11.5,Mar 2023,97.0,13.0
RSD Finance Ltd,Finance,118.0,11.5,TTM,91.0,11.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2012,145.0,22.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2013,197.0,22.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2014,272.0,23.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2015,377.0,24.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2016,358.0,16.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2017,351.0,14.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2018,328.0,18.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2019,332.0,12.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2020,246.0,8.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2021,252.0,7.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2022,249.0,12.0
Metroglobal Ltd,Trading,141.0,9.65,Mar 2023,235.0,19.0
Metroglobal Ltd,Trading,141.0,9.65,TTM,224.0,15.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2012,9863.0,3446.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2013,9968.0,3592.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2014,9690.0,2990.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2015,9978.0,2608.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2016,9821.0,2080.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2017,9566.0,1597.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2018,10698.0,2735.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2019,13780.0,3238.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2020,18612.0,5005.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2021,17616.0,4146.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2022,25906.0,6719.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,Mar 2023,36097.0,9854.0
Oil India Ltd,de Oil & Natural Gas,40356.0,5.85,TTM,30858.0,6548.0
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2018-03-01,1.96,-1.34
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2019-03-01,7.39,0.11
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2020-03-01,6.46,0.04
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2021-03-01,14.99,0.77
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2022-03-01,32.2,1.68
Kundan Edifice Ltd,Capital Goods - Electrical Equipment,222.0,43.2,2023-03-01,59.5,5.13
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2012,0.0,0.26
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2013,0.0,3.12
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2014,0.0,-0.47
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2015,0.0,-0.27
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2016,0.0,0.05
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2017,0.0,-0.04
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2018,0.0,-0.09
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2019,0.0,-2.93
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2020,0.0,-0.09
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2021,0.0,-0.05
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2022,0.0,-5.38
Univa Foods Ltd,Hotels & Restaurants,7.95,,Mar 2023,0.2,-0.28
Univa Foods Ltd,Hotels & Restaurants,7.95,,TTM,0.23,-0.75
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2012,0.0,-14.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2013,0.0,-8.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2014,0.0,-3.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2015,0.0,-4.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2016,0.0,-4.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2017,0.0,-0.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2018,0.0,-40.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2019,0.0,-6.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2020,0.0,18.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2021,0.0,-124.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2022,0.0,375.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,Mar 2023,58.0,273.0
Baroda Rayon Corporation Ltd,Realty,450.0,1.76,TTM,105.0,280.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2012,669.0,28.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2013,726.0,30.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2014,734.0,12.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2015,705.0,12.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2016,760.0,30.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2017,777.0,20.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2018,761.0,5.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2019,665.0,-8.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2020,539.0,-32.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2021,486.0,-3.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2022,778.0,0.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,Mar 2023,851.0,10.0
Suryalakshmi Cotton Mills Ltd,Textiles,142.0,17.2,TTM,761.0,2.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2015,302.0,11.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2016,260.0,15.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2017,255.0,19.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2018,252.0,11.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2019,266.0,12.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2020,277.0,37.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2021,303.0,63.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2022,489.0,98.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,Mar 2023,723.0,43.0
Nahar Polyfilms Ltd,Packaging,554.0,36.0,TTM,602.0,15.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2012,30.0,9.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2013,56.0,21.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2014,78.0,21.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2015,57.0,9.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2016,52.0,-0.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2017,44.0,-1.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2018,33.0,0.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2019,45.0,-3.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2020,23.0,-7.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2021,26.0,-6.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2022,23.0,1.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,Mar 2023,29.0,-8.0
Bharat Agri Fert _ Realty Ltd,Fertilizers,497.0,,TTM,25.0,-10.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2012,1392.0,49.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2013,2008.0,69.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2014,2497.0,59.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2015,3090.0,64.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2016,4154.0,101.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2017,3924.0,152.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2018,5335.0,158.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2019,7152.0,148.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2020,7723.0,256.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2021,8500.0,408.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2022,13063.0,619.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,Mar 2023,16166.0,642.0
APL Apollo Tubes Ltd,Steel,42650.0,55.6,TTM,17933.0,767.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,Mar 2019,341.0,29.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,Mar 2020,385.0,25.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,Mar 2021,476.0,36.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,Mar 2022,617.0,47.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,Mar 2023,709.0,71.0
Prakash Pipes Ltd,Plastic products,950.0,12.8,TTM,674.0,74.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2012,104.0,2.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2013,109.0,3.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2014,113.0,2.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2015,118.0,6.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2016,137.0,0.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2017,149.0,7.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2018,153.0,7.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2019,170.0,12.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2020,176.0,14.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2021,140.0,-1.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2022,201.0,24.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,Mar 2023,268.0,37.0
Dr Agarwal_s Eye Hospital Ltd,Healthcare,1312.0,30.6,TTM,294.0,43.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2012,232.0,4.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2013,281.0,3.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2014,259.0,-10.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2015,260.0,-13.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2016,236.0,-14.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2017,262.0,-24.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2018,327.0,-5.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2019,369.0,56.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2020,284.0,9.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2021,223.0,8.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2022,449.0,57.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,Mar 2023,701.0,134.0
Primo Chemicals Ltd,Chemicals,1216.0,41.5,TTM,539.0,29.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2012-06-01,1214.0,121.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2013-09-01,1718.0,173.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2014-09-01,2395.0,193.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2015-09-01,2345.0,-54.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2016-03-01,869.0,-273.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2017-03-01,1106.0,-645.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2018-03-01,374.0,-930.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2019-03-01,380.0,-292.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2020-03-01,188.0,-303.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2021-03-01,174.0,-668.0
Metalyst Forgings Ltd,Castings Forgings & Fastners,15.9,,2022-03-01,231.0,-252.0
